Genus	Species	1C (pg)
Penstemon	laricifolius	0.57
Aphanes	arvensis	0.58
Brassica	campestris	0.58
Atriplex	truncata	0.58
Vigna	caracalla	0.58
Vigna	umbellata	0.58
Vigna	vexillata	0.58
Bulnesia	schickendantzii	0.58
Phyllis	viscosa	0.58
Shorea	robusta	0.58
Atalantia	monophylla	0.58
Eruca	sativa	0.58
Dioscorea	alata	0.58
Musa	balbisiana	0.58
Dryas	octopetala	0.58
Phaseolus	augustii	0.58
Phaseolus	filiformis	0.58
Phaseolus	pedicellatus	0.58
Psilanthus	ebracteolatus	0.58
Acacia	albida	0.58
Acacia	drepanolobium	0.58
Lonchocarpus	hermannii	0.58
Lonchocarpus	chavelasii	0.58
Lonchocarpus	constrictus	0.58
Lonchocarpus	parviflorus	0.58
Lonchocarpus	minimiflorus	0.58
Lonchocarpus	phaseolifolius	0.58
Rosa	chinensis	0.58
Rosa	laevigata	0.58
Rosa	wichuraiana	0.58
Rosa	sempervirens	0.58
Oryza	eichingeri	0.58
Epilobium	tetragonum	0.58
Carex	ciliatomarginata	0.58
Pericallis	lanata	0.58
Senecio	inaequidens	0.58
Coffea	costatifructa	0.58
Penstemon	sepalulus	0.58
Pyrus	elaeagrifolia	0.58
Strelitzia	nicolai	0.58
Sedum	sediforme	0.58
Draba	lactea	0.58
Erysimum	bicolor	0.58
Isatis	tinctoria	0.58
Cuscuta	pentagona	0.58
Begonia	diadema	0.58
Begonia	radicans	0.58
Begonia	albo-picta	0.58
Salvia	sclarea	0.58
Minuartia	verna	0.58
Alyssum	murale	0.58
Centranthus	ruber	0.58
Penstemon	fasciculatus	0.58
Penstemon	rostriflorus	0.58
Elaeagnus	angustifolia	0.58
Lepidium	sativum	0.58
Psidium	acutangulum	0.58
Citrus	cv. Tahiti lime	0.59
Lupinus	luteolus	0.59
Hamamelis	virginiana	0.59
Oxalis	cuzcensis	0.59
Vaccinium	boreale	0.59
Rosa	x hybrida	0.59
Pericallis	multiflora	0.59
Pitcairnia	heerdeae	0.59
Pitcairnia	palmoides	0.59
Epilobium	dodonaei	0.59
Penstemon	grandiflorus	0.59
Bauhinia	blakeana	0.6
Teucrium	montanum	0.6
Acer	tataricum	0.6
Pistacia	lentiscus	0.6
Arenaria	gracilis	0.6
Centranthus	nevadensis	0.6
Penstemon	lyallii	0.6
Penstemon	pinifolius	0.6
Corydalis	pumila	0.6
Dicentra	spectabilis	0.6
Eucnide	grandiflora	0.6
Montia	fontana	0.6
Lemna	minor	0.6
Vigna	parvifolia	0.6
Vigna	unguiculata	0.6
Vangueriopsis	lanciflora	0.6
Sisyrinchium	weberbauerianum	0.6
Bauhinia	purpurea	0.6
Moringa	pterygosperma	0.6
Oncidium	leucochilum	0.6
Lupinus	albus	0.6
Argemone	platyceras	0.6
Glaucium	corniculatum	0.6
Chaenomeles	speciosa	0.6
Phaseolus	vulgaris	0.6
Phaseolus	esperanzae	0.6
Phaseolus	sonorensis	0.6
Phaseolus	xanthotrichus	0.6
Acacia	modesta	0.6
Triphasia	aurantiola	0.6
Coffea	stenophylla	0.6
Acacia	mellifera	0.6
Acacia	sieberana	0.6
Lonchocarpus	cruentus	0.6
Lonchocarpus	hughesii	0.6
Lonchocarpus	martinezii	0.6
Lonchocarpus	hidalgensis	0.6
Lonchocarpus	schiedeanus	0.6
Lonchocarpus	eriocarinalis	0.6
Lonchocarpus	guatemalensis	0.6
Musa	schizocarpa	0.6
Rosa	bracteata	0.6
Amaranthus	powellii	0.6
Amaranthus	quitensis	0.6
Lupinus	anatolicus	0.6
Mimosa	pudica	0.6
Cyperus	esculentus	0.6
Cinnamomum	camphora	0.6
Phaseolus	micranthus	0.6
Aesculus	hippocastanum	0.6
Eucalyptus	tereticornis	0.6
Pericallis	papyracea	0.6
Pitcairnia	atrorubens	0.6
Pitcairnia	rectiflora	0.6
Pitcairnia	poeppigiana	0.6
Pitcairnia	sceptrigera	0.6
Pitcairnia	macrochlamys	0.6
Pitcairnia	piepenbringii	0.6
Paulownia	tomentosoa	0.6
Diplotaxis	catholica	0.6
Jacquinia	aristata	0.61
Vaccinium	pallidum	0.61
Tecoma	stans	0.61
Pittosporum	tobira	0.61
Ensete	gilletii	0.61
Thymus	acicularis	0.61
Dianthus	sylvestris	0.61
Penstemon	fendleri	0.61
Corydalis	solida	0.61
Fragaria	x ananassa	0.61
Salsola	kali	0.61
Eucalyptus	elata	0.61
Lotus	dumetorum	0.61
Veronica	triloba	0.61
Teesdalia	nudicalis	0.61
Juncus	biglumis	0.61
Aeonium	holochrysum	0.61
Pitcairnia	spicata	0.61
Pitcairnia	chiapensis	0.61
Begonia	sutherlandii	0.61
Oxalis	fontana	0.61
Salvia	ringens	0.61
Centranthus	lecoqii	0.61
Penstemon	humilis	0.61
Musa	laterita	0.61
Pinguicula	gracilis	0.61
Musa	ornata	0.62
Morinda	pubescens	0.62
Eucalyptus	camaldulensis	0.62
Digitaria	coenicola	0.62
Juglans	regia	0.62
Lotus	campylocladus	0.62
Veronica	nakaiana	0.62
Lotus	glaucus	0.62
Pitcairnia	pomacochae	0.62
Pitcairnia	aphelandriflora	0.62
Paspalum	juergensii	0.62
Musa	velutina	0.62
Trifolium	hybridum	0.62
Chenopodium	murale	0.62
Malus	tschonoskii	0.62
Solanum	chacoense	0.63
Luzula	atrata	0.63
Citrus	sinensis	0.63
Putoria	calabrica	0.63
Prunus	cerasus	0.63
Musa	acuminata	0.63
Dianthus	caryophyllus	0.63
Dioscorea	abyssinica	0.63
Dioscorea	mangenotiana	0.63
Dioscorea	praehensilis	0.63
Dioscorea	cayenensis-rotundata	0.63
Pyrus	calleryana	0.63
Oenanthe	fistulosa	0.63
Phaseolus	pachyrrhizoides	0.63
Setaria	verticillata	0.63
Begonia	socotrana	0.63
Lonchocarpus	balsensis	0.63
Lonchocarpus	andrieuxii	0.63
Lonchocarpus	eriophyllus	0.63
Lonchocarpus	torresiorum	0.63
Lonchocarpus	agyrotrichus	0.63
Musa	textilis	0.63
Peperomia	griseoargantia	0.63
Kokia	drynarioides	0.63
Gossypioides	kirkii	0.63
Amaranthus	caudatus	0.63
Lupinus	pilosus	0.63
Drosera	binata	0.63
Oryza	barthii	0.63
Commiphora	mossambicensis	0.63
Phaseolus	leptostachys	0.63
Bauhinia	tomentosa	0.63
Lannea	grandis	0.63
Crataegus	opaca	0.63
Scrophularia	heterophylla	0.63
Eucalyptus	grandis	0.63
Casearia	bowrdillonii	0.63
Vaccinium	elliottii	0.63
Vaccinium	myrtilloides	0.63
Dodonaea	viscosa	0.63
Crataegus	aestivalis	0.63
Ptilotrichum	spinosum	0.63
Aeonium	goochiae	0.63
Pitcairnia	villetaensis	0.63
Begonia	partita	0.63
Corydalis	lutea	0.63
Valeriana	pancicii	0.63
Valeriana	pyrenaica	0.63
Penstemon	procerus	0.63
Ipomoea	quamoclit	0.63
Bauhinia	hookeri	0.63
Musa	mannii	0.63
Fortunella	hindsii	0.64
Chenopodium	vulvaria	0.64
Sorghum	timorense	0.64
Lupinus	arizonicus	0.64
Knautia	dinarica	0.64
Penstemon	watsonii	0.64
Cephalotus	follicularis	0.64
Melianthus	major	0.64
Eucalyptus	resinifera	0.64
Veronica	urticifolia	0.64
Veronica	vendettadeae	0.64
Pitcairnia	flammea	0.64
Pitcairnia	hitchcockiana	0.64
Eucalyptus	urophylla	0.64
Penstemon	alamoensis	0.64
Penstemon	cardinalis	0.64
Wolffiella	gladiata	0.64
Thymus	eriocalyx	0.64
Rubus	alceifolius	0.65
Empetrum	nigrum	0.65
Gyrostemon	ramulosus	0.65
Antirrhinum	majus	0.65
Aphyllanthes	monspeliensis	0.65
Petrorhagia	saxifraga	0.65
Rosa	acicularis	0.65
Solanum	tripartitum	0.65
Lonicera	nigra	0.65
Colutea	arborescens	0.65
Robinia	pseudoacacia	0.65
Eriophorum	angustifolium	0.65
Aidia	micrantha	0.65
Vangueria	infausta	0.65
Tephrosia	strigosa	0.65
Murraya	koenigii	0.65
Cassia	absus	0.65
Vaccinium	tenellum	0.65
Sorbus	americana	0.65
Oenanthe	crocata	0.65
Phaseolus	maculatus	0.65
Phaseolus	macrolepis	0.65
Acorus	calamus	0.65
Leucaena	esculenta	0.65
Coffea	liberica	0.65
Lonchocarpus	morenoi	0.65
Lonchocarpus	hintonii	0.65
Lonchocarpus	acuminatus	0.65
Lonchocarpus	macrocarpus	0.65
Euphorbia	hirta	0.65
Oryza	stapfii	0.65
Phaseolus	parviflorus	0.65
Acacia	mangium	0.65
Draba	lanceolata	0.65
Moricandia	arvensis	0.65
Alyssum	saxatile	0.65
Monanthes	polyphylla	0.65
Pitcairnia	andreana	0.65
Sedum	burrito	0.65
Prunella	vulgaris	0.65
Prunus	spinosa	0.65
Penstemon	whippleanus	0.65
Ceratonia	siliqua	0.65
Trifolium	michelianum	0.65
Vaccinium	darrowi	0.66
Bauhinia	galpinii	0.66
Thlaspi	tymphaeum	0.66
Micromeria	pseudocroatica	0.66
Phaseolus	angustissimus	0.66
Parmentiera	cereifera	0.66
Pitcairnia	schultzei	0.66
Begonia	dregei	0.66
Penstemon	glabrescens	0.66
Penstemon	thompsoniae	0.66
Coffea	kapakata	0.66
Chenopodium	ficifolium	0.66
Mercurialis	annua	0.66
Aetheorhiza	bulbosa	0.66
Vaccinium	corymbosum	0.67
Penstemon	montanus	0.67
Penstemon	ramaleyi	0.67
Trifolium	incarnatum	0.67
Euptelea	pleiosperma	0.67
Malus	yunnanensis	0.67
Sophora	japonica	0.67
Crataegus	punctata	0.67
Carrichtera	annua	0.67
Monanthes	laxiflora	0.67
Pitcairnia	grafii	0.67
Erica	carnea	0.67
Anthyllis	montana	0.67
Plantago	reniformis	0.67
Penstemon	albertinus	0.67
Morina	longifolia	0.67
Wolffiella	lingulata	0.67
Malus	ombrophila	0.67
Streptocarpus	cyaneus	0.68
Cucumis	ficifolius	0.68
Origanum	vulgare	0.68
Sipanea	hispida	0.68
Adina	pilulifera	0.68
Coffea	eugenioides	0.68
Anthospermum	littoreum	0.68
Sisyrinchium	brachypus	0.68
Piper	longum	0.68
Morinda	tinctoria	0.68
Cassia	tora	0.68
Cassia	occidentalis	0.68
Eragrostis	tef	0.68
Ficus	mysorensis	0.68
Sorbus	alnifolia	0.68
Phaseolus	hintonii	0.68
Phaseolus	coccineus	0.68
Phaseolus	jaliscanus	0.68
Phaseolus	xolocotzii	0.68
Saxifraga	granulata	0.68
Coffea	farafanganensis	0.68
Lonchocarpus	caudatus	0.68
Lonchocarpus	epigaeus	0.68
Lonchocarpus	lanceolatus	0.68
Lonchocarpus	schubertiae	0.68
Annona	sericea	0.68
Mimosa	invisa	0.68
Stromanthe	sanguinea	0.68
Pistacia	therebinthus	0.68
Eucalyptus	robusta	0.68
Crataegus	triflora	0.68
Oryza	officinalis	0.68
Aichryson	laxum	0.68
Aeonium	sedifolium	0.68
Trifolium	vesiculosum	0.68
Betula	nana x B. pubescens	0.68
Cerastium	arvense	0.68
Adenanthera	pavonina	0.68
Holoptelea	integrifolia	0.68
Crataegus	spathulata	0.68
Pericallis	cruenta	0.68
Cakile	maritima	0.68
Aeonium	lindleyi	0.68
Pitcairnia	venezuelana	0.68
Pitcairnia	paraguayensis	0.68
Begonia	grandis	0.68
Penstemon	pruinosus	0.68
Penstemon	tusharensis	0.68
Cruciata	glabra	0.68
Cardamine	schinziana	0.68
Pinguicula	primuliflora	0.68
Malus	kansuensis	0.68
Trifolium	hirtum	0.68
Eucalyptus	pellita	0.69
Lupinus	digitatus	0.69
Aichryson	parlatorei	0.69
Oxalis	pes-caprae	0.69
Arabis	hirsuta	0.69
Caulanthus	heterophyllus	0.69
Ceratophyllum	demersum	0.69
Malus	honanensis	0.69
Scrophularia	nodosa	0.69
Lupinus	bandelierae	0.69
Rumex	maderensis	0.69
Veronica	crista-galli	0.69
Physaria	arctica	0.69
Biscutella	auriculata	0.69
Streptanthus	polygaloides	0.69
Cheirolophus	canariensis	0.69
Cryptanthus	acaulis	0.69
Acer	campestre	0.69
Turnera	subulata	0.69
Anthocephalus	cadamba	0.69
Actinidia	kolomikta	0.7
Adenanthera	microsperma	0.7
Lupinus	palaestinus	0.7
Lupinus	arbustus	0.7
Lupinus	argenteus	0.7
Dodonaea	triquetra	0.7
Amelanchier	arboria	0.7
Kallstroemia	grandiflora	0.7
Penstemon	ovatus	0.7
Penstemon	floridus	0.7
Cardamine	yezoensis	0.7
Boswellia	serrata	0.7
Malus	prattii	0.7
Colobanthus	quitensis	0.7
Eryngium	coeruleum	0.7
Watsonia	brevifolia	0.7
Atriplex	triangularis	0.7
Polygonum	lapathifolium	0.7
Gypsophila	repens	0.7
Berberis	thunbergii	0.7
Sisyrinchium	longipes	0.7
Sisyrinchium	californicum	0.7
Litchi	chinensis	0.7
Broussonetia	payprifera	0.7
Cassia	siamea	0.7
Cassia	fistula	0.7
Luzula	forsteri	0.7
Fallopia	multiflora	0.7
Ficus	pumila	0.7
Ficus	retusa	0.7
Ficus	rumphii	0.7
Ficus	religiosa	0.7
Pyracantha	coccinea	0.7
Phaseolus	lunatus	0.7
Phaseolus	neglectus	0.7
Amaranthus	hybridus	0.7
Stauntonia	hexaphylla	0.7
Ampelopsis	brevipedunculata	0.7
Trigonella	stellata	0.7
Acacia	catechu	0.7
Coffea	humilis	0.7
Coffea	brevipes	0.7
Coffea	congensis	0.7
Acacia	mearnsii	0.7
Lonchocarpus	sanctuari	0.7
Lonchocarpus	huetamoensis	0.7
Lonchocarpus	salvadorensis	0.7
Lonchocarpus	longipedunculatus	0.7
Lagenaria	vulgaris	0.7
Linum	usitatissimum	0.7
Leucaena	cuspidata	0.7
Leucaena	pulverulenta	0.7
Hunteria	zeylanica	0.7
Veronica	syriaca	0.7
Cochlearia	danica	0.7
Sisymbrium	strictissimum	0.7
Eleocharis	ovata	0.7
Salvia	verticillata	0.7
Acer	x bornmuelleri	0.7
Penstemon	grinnellii	0.7
Acacia	tortilis	0.7
Leucaena	shannonii	0.71
Lupinus	garfieldensis	0.71
Thyridolepis	mitchelliana	0.71
Centranthus	angustifolius	0.71
Penstemon	palmeri	0.71
Penstemon	abietinus	0.71
Penstemon	caespitosus	0.71
Cotoneaster	dammeri	0.71
Schiedea	viscosa	0.71
Musa	violascens	0.71
Cardamine	amaraeiformis	0.71
Thymus	migricus	0.71
Woodfordia	fruticosa	0.71
Pinguicula	macrophylla	0.71
Cardamine	valida	0.71
Lupinus	cosentinii	0.71
Lupinus	linearis	0.71
Lupinus	leucophyllus	0.71
Crataegus	suksdorfii	0.71
Veronica	triphyllos	0.71
Berteroa	incana	0.71
Aethionema	schistosum	0.71
Aethionema	grandiflorum	0.71
Navia	splendens	0.71
Begonia	manicata	0.71
Sorbus	aria	0.71
Acer	platanoides	0.71
Sorbus	aucuparia	0.71
Centranthus	longiflorus	0.71
Penstemon	superbus	0.71
Penstemon	radicosus	0.71
Corydalis	intermedia	0.71
Plantago	major	0.71
Dioscorea	rotundata	0.71
Bauhinia	monandra	0.72
Pultenaea	daphnoides	0.72
Cheirolophus	teydis	0.72
Mercurialis	huetii	0.72
Penstemon	wilcoxii	0.72
Nasturtium	microphyllum	0.72
Canna	indica	0.72
Paspalum	notatum	0.72
Punica	granatum	0.72
Lupinus	sericeus	0.72
Malus	baccata	0.72
Potentilla	alba	0.72
Geranium	dalmaticum	0.72
Coffea	anthonyi	0.72
Nenax	cinerea	0.73
Sisyrinchium	chilense	0.73
Cassia	glauca	0.73
Cassia	biflora	0.73
Cassia	australis	0.73
Cassia	auriculata	0.73
Eleusine	indica	0.73
Fallopia	convolvulus	0.73
Ficus	elastica	0.73
Ficus	krishnae	0.73
Ficus	racemosa	0.73
Ficus	benjamina	0.73
Ficus	pandurata	0.73
Ficus	trigonata	0.73
Ficus	amplissima	0.73
Ficus	bengalensis	0.73
Cydonia	oblonga	0.73
Nymphoides	peltata	0.73
Veronica	beccabunga	0.73
Rorippa	nasturtium-aquaticum	0.73
Phaseolus	marechalii	0.73
Phaseolus	polyanthus	0.73
Phaseolus	pauciflorus	0.73
Leucaena	lanceolata	0.73
Murraya	exotica	0.73
Parkinsonia	aculeata	0.73
Lonchocarpus	xuul	0.73
Carex	humilis	0.73
Crataegus	shuswapensis	0.73
Imperata	cheesemanii	0.73
Acacia	constricta	0.73
Astragalus	angustifolius	0.73
Penstemon	yampaënsis	0.73
Penstemon	pseudospectabilis	0.73
Cryptanthus	beuckeri	0.73
Stemona	tuberosa	0.73
Crataegus	mollis	0.73
Pericallis	echinata	0.73
Veronica	agrestis	0.73
Trifolium	dubium	0.73
Begonia	bowerae	0.73
Fuchsia	excorticata	0.73
Acer	monspessulanum	0.73
Valeriana	saliunca	0.73
Valeriana	tripteris	0.73
Malus	fusca	0.73
Alstonia	macrophylla	0.73
Malus	hupehensis	0.73
Eucalyptus	saligna	0.74
Cyanus	segetum	0.74
Monanthes	brachycaulos	0.74
Aloysia	triphylla	0.74
Crataegus	laevigata	0.74
Penstemon	fremontii	0.74
Simmondsia	chinensis	0.74
Musa	maclayi	0.74
Eucommia	ulmoides	0.74
Lupinus	albifrons	0.74
Vinca	rosea	0.74
Echinocystis	lobata	0.74
Penstemon	laevis	0.74
Penstemon	eatonii	0.74
Malus	sylvestris	0.74
Rhodocoma	gigantea	0.74
Staehelina	petiolata	0.75
Dicheranthus	plocamoides	0.75
Neochamaelea	pulverulenta	0.75
Nymphaea	mexicana	0.75
Sorbus	torminalis	0.75
Penstemon	petiolatus	0.75
Malus	zhaojiaoensis	0.75
Brachypodium	phoenicoides	0.75
Sorghum	bicolor	0.75
Ruta	graveolens	0.75
Stellaria	alsine	0.75
Lonicera	xylosteum	0.75
Piper	betle	0.75
Larrea	tridentata	0.75
Mespilus	germanica	0.75
Trifolium	tembense	0.75
Phaseolus	acutifolius	0.75
Leucaena	diversifolia	0.75
Ipomoea	triloba	0.75
Ipomoea	lacunosa	0.75
Dendrobium	cruentum	0.75
Coffea	salvatrix	0.75
Acacia	melanoxylon	0.75
Berberis	bidentata	0.75
Carex	pachygyna	0.75
Drosera	spathulata	0.75
Lotus	palustris	0.75
Atriplex	fruticulosa	0.75
Oryza	longistaminata	0.75
Veronica	donii	0.75
Cochlearia	officinalis	0.75
Pericallis	tussilaginis	0.75
Saintpaulia	ionantha	0.75
Begonia	heracleifolia	0.75
Malus	prunifolia	0.75
Acer	intermedium	0.75
Patrinia	scabiosifolia	0.75
Thymelaea	hirsuta	0.75
Paspalum	haumanii	0.75
Malus	sieversii	0.75
Polylepis	hieronymi	0.75
Malus	orientalis	0.75
Malus	spectabilis	0.75
Astragalus	glycyphyllos	0.75
Lannea	coromandelica	0.75
Malus	floribunda	0.75
Solanum	brevidens	0.76
Phormium	tenax	0.76
Vinca	minor	0.76
Atriplex	prostrata	0.76
Penstemon	acaulis	0.76
Penstemon	flowersii	0.76
Paspalum	intermedium	0.76
Wolffiella	oblonga	0.76
Dentaria	glandulosa	0.76
Actinidia	eriantha	0.76
Sorghum	propinquum	0.76
Erysimum	bicolor	0.76
Campylanthus	salsoloides	0.76
Fuchsia	procumbens	0.76
Crataegus	monogyna	0.76
Penstemon	speciosus	0.76
Penstemon	auriberbis	0.76
Penstemon	brandegeei	0.76
Pinguicula	agnata	0.76
Brachypodium	pinnatum	0.76
Chenopodium	album	0.77
Salix	babylonica	0.77
Acacia	colletioides	0.77
Malus	sieboldii	0.77
Dioscorea	cayenensis	0.77
Fedia	graciliflora	0.77
Penstemon	gibbensii	0.77
Penstemon	harbourii	0.77
Cercidiphyllum	japonicum	0.77
Polylepis	microphylla	0.77
Malus	transitoria	0.77
Zostera	noltii	0.77
Corynocarpus	laevigatus	0.77
Crataegus	x media	0.77
Malus	pumila	0.77
Polylepis	neglecta	0.77
Musa	peekelii	0.77
Aeonium	haworthii	0.78
Veronica	persica	0.78
Solanum	pinnatisectum	0.78
Cucumis	sagitattus	0.78
Brassica	oleracea	0.78
Carex	caryophyllea	0.78
Eriobotrya	japonica	0.78
Brassica	nigra	0.78
Thymus	vulgaris	0.78
Solanum	etuberosum	0.78
Cananga	odorata	0.78
Actinidia	chinensis	0.78
Luzula	sylvatica	0.78
Lupinus	bracteolaris	0.78
Nymphaea	odorata	0.78
Calibrachoa	pygmaea	0.78
Leucaena	retusa	0.78
Leucaena	trichandra	0.78
Crataegus	pinnatifida	0.78
Begonia	corallina	0.78
Onosma	tornensis	0.78
Nymphaea	capensis	0.78
Acer	obtusatum	0.78
Euphorbia	montenegrina	0.78
Trifolium	alpestre	0.78
Centranthus	calcitrapae	0.78
Penstemon	cobaea	0.78
Penstemon	hallii	0.78
Penstemon	pachyphyllus	0.78
Penstemon	strictiformis	0.78
Musa	beccarii	0.78
Xiphidium	caeruleum	0.78
Malus	ioensis	0.78
Tofieldia	calyculata	0.78
Hypericum	perforatum	0.78
Actinidia	polygama	0.79
Staehelina	dubia	0.79
Biscutella	didyma	0.79
Penstemon	glaber	0.79
Penstemon	utahensis	0.79
Holarrhena	pubescens	0.79
Morisia	monanthos	0.79
Leucaena	pallida	0.79
Crataegus	calpodendron	0.79
Bupleurum	salicifolium	0.79
Cuscuta	obtusiflora	0.79
Dyckia	floribunda	0.79
Penstemon	labrosus	0.79
Wolffia	brasiliensis	0.79
Peltophorum	pterocarpum	0.79
Polylepis	pauta	0.79
Buchloe	dactyloides	0.8
Crataegus	heldreichii	0.8
Leptocereus	quadricostatus	0.8
Nymphaea	nouchali	0.8
Scrophularia	bosniaca	0.8
Penstemon	confusus	0.8
Penstemon	scariosus	0.8
Malus	asiatica	0.8
Schiedea	globosa	0.8
Tabebuia	argentea	0.8
Solanum	vernei	0.8
Cucumis	anguira	0.8
Cucumis	trigonus	0.8
Quercus	petraea	0.8
Calystegia	sepium	0.8
Arenaria	serpyllifolia	0.8
Solanum	dulcamara	0.8
Melissa	officinalis	0.8
Laburnum	anagyroides	0.8
Plantago	ovata	0.8
Crossopteryx	febrifuga	0.8
Wrightia	coccinea	0.8
Larrea	divaricata	0.8
Dicranostigma	franchetiana	0.8
Psophocarpus	tetragonolobus	0.8
Spiraea	wilsonii	0.8
Pontederia	cordata	0.8
Anemopsis	californica	0.8
Ipomoea	pedatisecta	0.8
Ipomoea	cordato-triloba	0.8
Acacia	heterophylla	0.8
Joannesia	princeps	0.8
Acacia	implexa	0.8
Asimina	triloba	0.8
Cymbopetalum	bailonii	0.8
Cyperus	iria	0.8
Cynodon	dactylon	0.8
Setaria	viridis	0.8
Liriodendron	tulipifera	0.8
Brassica	rapa	0.8
Volutaria	canariensis	0.8
Veronica	orchidea	0.8
Dyckia	estevesii	0.8
Chenopodium	strictum	0.8
Penstemon	dolius	0.8
Penstemon	albidus	0.8
Penstemon	grahamii	0.8
Penstemon	ammophilus	0.8
Pterospermum	lanceifolium	0.8
Lupinus	atlanticus	0.81
Crataegus	wilsonii	0.81
Globularia	meridionalis	0.81
Leonurus	cardiaca	0.81
Pinguicula	emarginata	0.81
Buxus	sempervirens	0.81
Salix	viminalis	0.81
Acacia	doratoxylon	0.81
Acacia	wilhelmiana	0.81
Cuscuta	polygonorum	0.81
Penstemon	wardii	0.81
Malus	rockii	0.81
Malus	soulardii	0.81
Malus	'Golden Delicious'	0.81
Turnera	grandiflora	0.81
Crataegus	chlorosarca	0.82
Malus	micromalus	0.82
Malus	trilobata	0.82
Salix	atrocinerea	0.82
Cajanus	mollis	0.82
Penstemon	parvus	0.82
Penstemon	barbatus	0.82
Penstemon	strictus	0.82
Minthostachys	spicata	0.82
Cucumis	prophetarum	0.83
Anomatheca	viridis	0.83
Plantago	cylindrica	0.83
Piper	ornatum	0.83
Grevillea	robusta	0.83
Larrea	nitida	0.83
Rosa	multiflora	0.83
Manihot	esculenta	0.83
Coffea	canephora	0.83
Coffea	bertrandii	0.83
Acacia	sophorae	0.83
Setaria	woodii	0.83
Solanum	fernandezianum	0.83
Carya	illinoensis	0.83
Berberis	cabrerae	0.83
Oryza	glaberrima	0.83
Salix	alba	0.83
Crataegus	dahurica	0.83
Centaurea	graeca	0.83
Penstemon	ophianthus	0.83
Penstemon	secundiflorus	0.83
Schiedea	membranacea	0.83
Polylepis	pepei	0.83
Polylepis	sericea	0.83
Malus	florentina	0.83
Eremochloa	ophiuroides	0.83
Veronica	copelandii	0.83
Veronica	cymbalaria	0.83
Erysimum	cheiranthoides	0.83
Curcuma	vamana	0.83
Oxalis	pes-caprae	0.83
Penstemon	lentus	0.83
Minthostachys	latifolia	0.83
Adina	cordifolia	0.83
Cannabis	sativa	0.84
Quercus	pyrenaica	0.84
Lupinus	variicolor	0.84
Crataegus	saligna	0.84
Centaurea	deusta	0.84
Centaurea	alba	0.84
Moltkia	petraea	0.84
Penstemon	virens	0.84
Penstemon	triflorus	0.84
Oxalis	phaeotricha	0.84
Tamarindus	indica	0.84
Oxalis	picchensis	0.84
Crataegus	nigra	0.84
Penstemon	janishiae	0.84
Hypochaeris	cretensis	0.84
Minthostachys	mollis	0.84
Gnidia	polystachya	0.84
Salix	cinerea	0.85
Sedum	obtusifolium	0.85
Lupinus	lepidus	0.85
Banksia	marginata	0.85
Crataegus	viridis	0.85
Adenocarpus	viscosus	0.85
Schiedea	apokremnos	0.85
Pinguicula	esseriana	0.85
Solanum	phureja	0.85
Cucumis	zeyheri	0.85
Myrrhis	odorata	0.85
Veronica	montana	0.85
Salvia	splendens	0.85
Cytisus	purpureus	0.85
Cytisus	scoparius	0.85
Petunia	parviflora	0.85
Morus	alba	0.85
Putranjiva	roxburghii	0.85
Callistemon	lanceolatus	0.85
Lycopersicon	pimpinellifolium	0.85
Haplopappus	ravenii	0.85
Pandanus	veitchii	0.85
Dioscorea	sylvatica	0.85
Leontodon	taraxacoides	0.85
Ipomoea	trifida	0.85
Ipomoea	ramosissima	0.85
Ipomoea	umbraticola	0.85
Ipomoea	cynanchifolia	0.85
Polygonum	aviculare	0.85
Medicago	quasifalcata	0.85
Caesalpinia	coriaria	0.85
Dendrobium	discolor	0.85
Dendrobium	formosum	0.85
Pennisetum	hohenackeri	0.85
Coffea	millotii	0.85
Acacia	nubica	0.85
Prosopis	chilensis	0.85
Setaria	holstii	0.85
Berberis	montana	0.85
Berberis	chillanensis	0.85
Amaranthus	retroflexus	0.85
Luffa	cylindrica	0.85
Machaeranthera	brevilingulata	0.85
Quercus	rubra	0.85
Lupinus	polyphyllus	0.85
Atriplex	semibaccata	0.85
Vella	spinosa	0.85
Vieraea	laevigata	0.85
Leontodon	tuberosus	0.85
Fedia	cf. cornucopiae	0.85
Malus	kirghisorum	0.85
Minthostachys	rubra	0.85
Genista	januensis	0.86
Penstemon	pinorum	0.86
Penstemon	virgatus	0.86
Schiedea	trinervis	0.86
Buddleja	globosa	0.86
Tamus	communis	0.86
Salix	fragilis	0.86
Gossypium	thurberi	0.86
Gossypium	gossypioides	0.86
Rubus	alceifolius	0.86
Nauplius	sericeus	0.86
Medicago	sativa	0.86
Nauplius	intermedius	0.86
Acacia	smallii	0.86
Penstemon	cyaneus	0.86
Penstemon	idahoensis	0.86
Plantago	coronopus	0.86
Chorisia	speciosa	0.86
Minthostachys	verticillata	0.86
Amphoricarpos	neumayeri	0.87
Lupinus	guaraniticus	0.87
Linaria	vulgaris	0.87
Stachys	recta	0.87
Penstemon	subglaber	0.87
Penstemon	leiophyllus	0.87
Cardamine	yezoensis	0.87
Coffea	heterocalyx	0.87
Minthostachys	acutifolia	0.87
Acacia	dealbata	0.87
Khaya	senegalensis	0.87
Gossypium	trilobum	0.87
Lupinus	latifolius	0.87
Centaurea	solstitialis	0.87
Encholirium	irwinii	0.87
Fraxinus	velutina	0.87
Minthostachys	dimorpha	0.87
Wolffia	elongata	0.87
Solanum	tucumanense	0.88
Petasites	hybridus	0.88
Berberis	aggregata	0.88
